headword,pos,CEFR,vocab_id,label
retailer,noun,B2,VOC_retailer_B2,retailer
retain,verb,B1,VOC_retain_B1,retain
retard,verb,B2,VOC_retard_B2,retard
retell,verb,B1,VOC_retell_B1,retell
retina,noun,B2,VOC_retina_B2,retina
retire,verb,A2,VOC_retire_A2,retire
retired,adjective,A2,VOC_retired_A2,retired
retirement,noun,B2,VOC_retirement_B2,retirement
retreat,noun,B2,VOC_retreat_B2,retreat
retreat,verb,B2,VOC_retreat_B2,retreat
retrieve,verb,B2,VOC_retrieve_B2,retrieve
retrospect,noun,B1,VOC_retrospect_B1,retrospect
return,noun,A2,VOC_return_A2,return
return,verb,A2,VOC_return_A2,return
reunification,noun,B1,VOC_reunification_B1,reunification
reunify,verb,B1,VOC_reunify_B1,reunify
reunion,noun,A2,VOC_reunion_A2,reunion
reveal,verb,A2,VOC_reveal_A2,reveal
revelation,noun,B2,VOC_revelation_B2,revelation
revenge,noun,B2,VOC_revenge_B2,revenge
revenue,noun,B2,VOC_revenue_B2,revenue
reverence,noun,B2,VOC_reverence_B2,reverence
reverse,verb,B2,VOC_reverse_B2,reverse
review,noun,A1,VOC_review_A1,review
review,verb,B2,VOC_review_B2,review
revise,verb,B1,VOC_revise_B1,revise
revision,noun,B1,VOC_revision_B1,revision
revival,noun,B2,VOC_revival_B2,revival
revive,verb,B2,VOC_revive_B2,revive
revolution,noun,B2,VOC_revolution_B2,revolution
revolutionary,adjective,B2,VOC_revolutionary_B2,revolutionary
revolutionize,verb,B2,VOC_revolutionizerevolut_B2,revolutionize/revolutionise
revolve,verb,B2,VOC_revolve_B2,revolve
reward,noun,B1,VOC_reward_B1,reward
reward,verb,B2,VOC_reward_B2,reward
rewrite,verb,B1,VOC_rewrite_B1,rewrite
rhinoceros,noun,B2,VOC_rhinoceros_B2,rhinoceros
rhyme,verb,B2,VOC_rhyme_B2,rhyme
rhythm,noun,A2,VOC_rhythm_A2,rhythm
rhythmic,adjective,B2,VOC_rhythmic_B2,rhythmic
rib,noun,B2,VOC_rib_B2,rib
ribbon,noun,A1,VOC_ribbon_A1,ribbon
rice,noun,A1,VOC_rice_A1,rice
rich,adjective,A1,VOC_rich_A1,rich
rid,verb,B1,VOC_rid_B1,rid
riddle,noun,B2,VOC_riddle_B2,riddle
riddle,verb,B1,VOC_riddle_B1,riddle
ride,noun,A1,VOC_ride_A1,ride
ride,verb,A1,VOC_ride_A1,ride
rider,noun,B2,VOC_rider_B2,rider
ridge,noun,B2,VOC_ridge_B2,ridge
ridiculous,adjective,B1,VOC_ridiculous_B1,ridiculous
right,adjective,A1,VOC_right_A1,right
right,adverb,A1,VOC_right_A1,right
right,noun,A2,VOC_right_A2,right
righteousness,noun,B2,VOC_righteousness_B2,righteousness
righthand,adjective,A2,VOC_righthand_A2,right-hand
rightly,adverb,B2,VOC_rightly_B2,rightly
rim,noun,B2,VOC_rim_B2,rim
ring,noun,A2,VOC_ring_A2,ring
ring,verb,A1,VOC_ring_A1,ring
rip,verb,B2,VOC_rip_B2,rip
ripe,adjective,B1,VOC_ripe_B1,ripe
rise,noun,B1,VOC_rise_B1,rise
rise,verb,B1,VOC_rise_B1,rise
risk,noun,B1,VOC_risk_B1,risk
risk,verb,B2,VOC_risk_B2,risk
risky,adjective,B2,VOC_risky_B2,risky
rite,noun,B2,VOC_rite_B2,rite
ritual,noun,B2,VOC_ritual_B2,ritual
rival,noun,B2,VOC_rival_B2,rival
river,noun,A1,VOC_river_A1,river
road,noun,A2,VOC_road_A2,road
roadside,noun,B1,VOC_roadside_B1,roadside
roam,noun,B2,VOC_roam_B2,roam
roar,verb,B2,VOC_roar_B2,roar
roast,adjective,B2,VOC_roast_B2,roast
roast,verb,A2,VOC_roast_A2,roast
rob,verb,A2,VOC_rob_A2,rob
robbery,noun,A2,VOC_robbery_A2,robbery
robin,noun,A2,VOC_robin_A2,robin
robot,noun,B1,VOC_robot_B1,robot
rock,noun,A2,VOC_rock_A2,rock
rock,verb,B2,VOC_rock_B2,rock
rocket,noun,B2,VOC_rocket_B2,rocket
rocky,adjective,B2,VOC_rocky_B2,rocky
role,noun,A1,VOC_role_A1,role
roll,noun,A2,VOC_roll_A2,roll
roll,verb,B2,VOC_roll_B2,roll
rolling,adjective,B1,VOC_rolling_B1,rolling
romance,noun,A2,VOC_romance_A2,romance
romantic,adjective,A2,VOC_romantic_A2,romantic
roof,noun,A2,VOC_roof_A2,roof
room,noun,A1,VOC_room_A1,room
room,verb,B1,VOC_room_B1,room
roommate,noun,B2,VOC_roommate_B2,roommate
root,noun,A2,VOC_root_A2,root
rope,noun,A2,VOC_rope_A2,rope
rose,noun,A1,VOC_rose_A1,rose
rosy,adjective,B2,VOC_rosy_B2,rosy
rotten,adjective,B1,VOC_rotten_B1,rotten
rough,adjective,B1,VOC_rough_B1,rough
roughly,adverb,A2,VOC_roughly_A2,roughly
round,adjective,B1,VOC_round_B1,round
round,adverb,A2,VOC_round_A2,round
round,noun,B1,VOC_round_B1,round
round,preposition,B2,VOC_round_B2,round
round,verb,B2,VOC_round_B2,round
roundabout,noun,A2,VOC_roundabout_A2,roundabout
route,noun,B2,VOC_route_B2,route
routine,noun,B1,VOC_routine_B1,routine
row,noun,A1,VOC_row_A1,row
row,verb,B2,VOC_row_B2,row
royal,adjective,A2,VOC_royal_A2,royal
royalty,noun,B2,VOC_royalty_B2,royalty
rub,verb,B2,VOC_rub_B2,rub
rubber,noun,B1,VOC_rubber_B1,rubber
rubbish,noun,B1,VOC_rubbish_B1,rubbish
rubble,noun,B2,VOC_rubble_B2,rubble
rude,adjective,A1,VOC_rude_A1,rude
rudely,adverb,B1,VOC_rudely_B1,rudely
rug,noun,B2,VOC_rug_B2,rug
rugby,noun,A2,VOC_rugby_A2,rugby
ruin,noun,B1,VOC_ruin_B1,ruin
ruin,verb,A2,VOC_ruin_A2,ruin
ruinous,adjective,B2,VOC_ruinous_B2,ruinous
rule,noun,A1,VOC_rule_A1,rule
rule,verb,B2,VOC_rule_B2,rule
ruler,noun,A1,VOC_ruler_A1,ruler
rumor,noun,A2,VOC_rumorrumour_A2,rumor/rumour
run,noun,A1,VOC_run_A1,run
run,verb,A1,VOC_run_A1,run
runaway,noun,B1,VOC_runaway_B1,runaway
runner,noun,A2,VOC_runner_A2,runner
running,noun,A2,VOC_running_A2,running
runway,noun,B1,VOC_runway_B1,runway
rural,adjective,B2,VOC_rural_B2,rural
rush,noun,A2,VOC_rush_A2,rush
rush,verb,B1,VOC_rush_B1,rush
rush hour,noun,B2,VOC_rushhour_B2,rush hour
rusty,adjective,B2,VOC_rusty_B2,rusty
s,be-verb,A1,VOC_s_A1,'s
sack,verb,B2,VOC_sack_B2,sack
sacred,adjective,B1,VOC_sacred_B1,sacred
sad,adjective,A1,VOC_sad_A1,sad
sadly,adverb,A2,VOC_sadly_A2,sadly
sadness,noun,B1,VOC_sadness_B1,sadness
safari,noun,B1,VOC_safari_B1,safari
safe,adjective,A2,VOC_safe_A2,safe
safeguard,noun,B1,VOC_safeguard_B1,safeguard
safeguard,verb,B2,VOC_safeguard_B2,safeguard
safely,adverb,B1,VOC_safely_B1,safely
safety,noun,B1,VOC_safety_B1,safety
sag,noun,B2,VOC_sag_B2,sag
sage,noun,B2,VOC_sage_B2,sage
sail,verb,B2,VOC_sail_B2,sail
sailing,noun,A2,VOC_sailing_A2,sailing
sailor,noun,A1,VOC_sailor_A1,sailor
sake,noun,A2,VOC_sake_A2,sake
salad,noun,A1,VOC_salad_A1,salad
salary,noun,B2,VOC_salary_B2,salary
sale,noun,A1,VOC_sale_A1,sale
salesman,noun,B1,VOC_salesman_B1,salesman
salesmanship,noun,B2,VOC_salesmanship_B2,salesmanship
salesperson,noun,B2,VOC_salesperson_B2,salesperson
saleswoman,noun,B2,VOC_saleswoman_B2,saleswoman
salmon,noun,B1,VOC_salmon_B1,salmon
salon,noun,B2,VOC_salon_B2,salon
salsa,noun,B2,VOC_salsa_B2,salsa
salt,noun,A2,VOC_salt_A2,salt
salty,adjective,B2,VOC_salty_B2,salty
same,adjective,A1,VOC_same_A1,same
same,adverb,A1,VOC_same_A1,same
same,pronoun,A1,VOC_same_A1,same
sample,noun,A2,VOC_sample_A2,sample
sand,noun,B1,VOC_sand_B1,sand
sandal,noun,B1,VOC_sandal_B1,sandal
sandstone,noun,B2,VOC_sandstone_B2,sandstone
sandwich,noun,A1,VOC_sandwich_A1,sandwich
sandy,adjective,A2,VOC_sandy_A2,sandy
sanitary,adjective,B2,VOC_sanitary_B2,sanitary
sanitation,noun,B2,VOC_sanitation_B2,sanitation
satellite,noun,B1,VOC_satellite_B1,satellite
satisfaction,noun,B1,VOC_satisfaction_B1,satisfaction
satisfactory,adjective,B2,VOC_satisfactory_B2,satisfactory
satisfied,adjective,B1,VOC_satisfied_B1,satisfied
satisfy,verb,A2,VOC_satisfy_A2,satisfy
saturday,noun,A1,VOC_Saturday_A1,Saturday
sauce,noun,A2,VOC_sauce_A2,sauce
saucepan,noun,B1,VOC_saucepan_B1,saucepan
saucer,noun,B1,VOC_saucer_B1,saucer
sausage,noun,A2,VOC_sausage_A2,sausage
save,verb,A1,VOC_save_A1,save
saving,noun,B2,VOC_savingsavings_B2,saving/savings
saw,noun,A1,VOC_saw_A1,saw
saw,verb,B2,VOC_saw_B2,saw
say,noun,B2,VOC_say_B2,say
say,verb,A1,VOC_say_A1,say
scale,noun,A2,VOC_scale_A2,scale
scan,noun,B1,VOC_scan_B1,scan
scan,verb,B2,VOC_scan_B2,scan
scandal,noun,B2,VOC_scandal_B2,scandal
scar,noun,B2,VOC_scar_B2,scar
scarcely,adverb,B2,VOC_scarcely_B2,scarcely
scare,verb,B1,VOC_scare_B1,scare
scared,adjective,B1,VOC_scared_B1,scared
scarf,noun,A2,VOC_scarf_A2,scarf
scarlet,noun,B2,VOC_scarlet_B2,scarlet
scary,adjective,B1,VOC_scary_B1,scary
scatter,verb,B1,VOC_scatter_B1,scatter
scene,noun,A2,VOC_scene_A2,scene
scenery,noun,A2,VOC_scenery_A2,scenery
scenic,adjective,B1,VOC_scenic_B1,scenic
scent,noun,B2,VOC_scent_B2,scent
schedule,noun,A2,VOC_schedule_A2,schedule
schedule,verb,B2,VOC_schedule_B2,schedule
scheduled,adjective,B2,VOC_scheduled_B2,scheduled
scheme,noun,B2,VOC_scheme_B2,scheme
scholar,noun,B1,VOC_scholar_B1,scholar
scholarship,noun,B1,VOC_scholarship_B1,scholarship
scholasticism,noun,B2,VOC_scholasticism_B2,scholasticism
school,noun,A1,VOC_school_A1,school
schoolchild,noun,A2,VOC_schoolchild_A2,schoolchild
schoolgirl,noun,B2,VOC_schoolgirl_B2,schoolgirl
schoolmate,noun,B1,VOC_schoolmate_B1,schoolmate
schoolteacher,noun,B1,VOC_schoolteacher_B1,schoolteacher
schoolwork,noun,A2,VOC_schoolwork_A2,schoolwork
science,noun,A1,VOC_science_A1,science
science fiction,noun,B1,VOC_sciencefiction_B1,science fiction
scientific,adjective,A2,VOC_scientific_A2,scientific
scientifically,adverb,B2,VOC_scientifically_B2,scientifically
scientist,noun,A1,VOC_scientist_A1,scientist
scissors,noun,A2,VOC_scissors_A2,scissors
scold,verb,B1,VOC_scold_B1,scold
scooter,noun,B2,VOC_scooter_B2,scooter
scope,noun,B1,VOC_scope_B1,scope
score,noun,B1,VOC_score_B1,score
score,verb,B1,VOC_score_B1,score
scramble,verb,B2,VOC_scramble_B2,scramble
scratch,noun,B1,VOC_scratch_B1,scratch
scratch,verb,B2,VOC_scratch_B2,scratch
scream,noun,A2,VOC_scream_A2,scream
scream,verb,B1,VOC_scream_B1,scream
screen,noun,A2,VOC_screen_A2,screen
screen,verb,B2,VOC_screen_B2,screen
screw,noun,A2,VOC_screw_A2,screw
screw,verb,B2,VOC_screw_B2,screw
scribble,noun,B2,VOC_scribble_B2,scribble
script,noun,A2,VOC_script_A2,script
scrooge,noun,B2,VOC_scrooge_B2,scrooge
scuba,noun,B2,VOC_scuba_B2,scuba
sculpture,noun,B1,VOC_sculpture_B1,sculpture
scythe,noun,B2,VOC_scythe_B2,scythe
sea,noun,A1,VOC_sea_A1,sea
seafood,noun,A2,VOC_seafood_A2,seafood
seal,noun,B2,VOC_seal_B2,seal
search,noun,A2,VOC_search_A2,search
search,verb,B1,VOC_search_B1,search
seaside,noun,A2,VOC_seaside_A2,seaside
season,noun,B1,VOC_season_B1,season
seasonal,adjective,B2,VOC_seasonal_B2,seasonal
seat,noun,A1,VOC_seat_A1,seat
seawater,noun,B1,VOC_seawater_B1,seawater
seaweed,noun,B1,VOC_seaweed_B1,seaweed
second,adjective,A1,VOC_second_A1,second
second,adverb,B1,VOC_second_B1,second
second,noun,A2,VOC_second_A2,second
second,pronoun,A2,VOC_second_A2,second
second person,noun,B2,VOC_secondperson_B2,second person
secondary,adjective,B2,VOC_secondary_B2,secondary
secondary school,noun,B1,VOC_secondaryschool_B1,secondary school
secondhand,adjective,B1,VOC_secondhand_B1,second-hand
secondhand,adverb,B1,VOC_secondhand_B1,second-hand
secondly,adverb,B2,VOC_secondly_B2,secondly
secret,adjective,B1,VOC_secret_B1,secret
secret,noun,A2,VOC_secret_A2,secret
secretary,noun,A2,VOC_secretary_A2,secretary
secretly,adverb,B1,VOC_secretly_B1,secretly
section,noun,A1,VOC_section_A1,section
sector,noun,B2,VOC_sector_B2,sector
secure,adjective,B1,VOC_secure_B1,secure
security,noun,B1,VOC_security_B1,security
see,verb,A1,VOC_see_A1,see
seed,noun,A2,VOC_seed_A2,seed
seek,verb,A2,VOC_seek_A2,seek
seem,verb,A2,VOC_seem_A2,seem
seesaw,noun,B2,VOC_seesaw_B2,seesaw
segment,noun,B2,VOC_segment_B2,segment
seize,verb,B1,VOC_seize_B1,seize
seldom,adverb,B2,VOC_seldom_B2,seldom
select,adjective,B1,VOC_select_B1,select
select,verb,B2,VOC_select_B2,select
selection,noun,B1,VOC_selection_B1,selection
self,noun,A1,VOC_self_A1,self
selfconfidence,noun,B2,VOC_selfconfidence_B2,self-confidence
selfconfident,adjective,B2,VOC_selfconfident_B2,self-confident
selfish,adjective,B1,VOC_selfish_B1,selfish
selfless,adjective,B2,VOC_selfless_B2,selfless
selfservice,adjective,B1,VOC_selfservice_B1,self-service
sell,verb,A1,VOC_sell_A1,sell
seller,noun,B2,VOC_seller_B2,seller
semester,noun,A2,VOC_semester_A2,semester
semicolon,noun,B2,VOC_semicolon_B2,semicolon
semifinal,noun,B2,VOC_semifinal_B2,semi-final
seminar,noun,B2,VOC_seminar_B2,seminar
senator,noun,B2,VOC_senator_B2,senator
send,verb,A2,VOC_send_A2,send
senior,adjective,A2,VOC_senior_A2,senior
senior,noun,A2,VOC_senior_A2,senior
sensation,noun,B1,VOC_sensation_B1,sensation
sense,noun,A2,VOC_sense_A2,sense
sense,verb,B2,VOC_sense_B2,sense
sensible,adjective,B2,VOC_sensible_B2,sensible
sensitive,adjective,B2,VOC_sensitive_B2,sensitive
sentence,noun,A1,VOC_sentence_A1,sentence
sentence,verb,B2,VOC_sentence_B2,sentence
separate,adjective,A2,VOC_separate_A2,separate
separate,verb,B2,VOC_separate_B2,separate
separately,adverb,B2,VOC_separately_B2,separately
separation,noun,B1,VOC_separation_B1,separation
september,noun,A1,VOC_September_A1,September
sequence,noun,B1,VOC_sequence_B1,sequence
serene,adjective,B2,VOC_serene_B2,serene
serial,adjective,B2,VOC_serial_B2,serial
series,noun,B1,VOC_series_B1,series
serious,adjective,B1,VOC_serious_B1,serious
seriously,adverb,A2,VOC_seriously_A2,seriously
servant,noun,B2,VOC_servant_B2,servant
serve,verb,A2,VOC_serve_A2,serve
server,noun,B1,VOC_server_B1,server
service,noun,B1,VOC_service_B1,service
service,verb,B1,VOC_service_B1,service
session,noun,B1,VOC_session_B1,session
set,noun,A2,VOC_set_A2,set
set,verb,A1,VOC_set_A1,set
setback,noun,B2,VOC_setback_B2,setback
setting,noun,B1,VOC_setting_B1,setting
settle,verb,B1,VOC_settle_B1,settle
settlement,noun,B1,VOC_settlement_B1,settlement
settler,noun,B1,VOC_settler_B1,settler
seven,number,A1,VOC_seven_A1,seven
seventeen,number,A1,VOC_seventeen_A1,seventeen
seventy,number,A1,VOC_seventy_A1,seventy
several,determiner,A2,VOC_several_A2,several
several,pronoun,A2,VOC_several_A2,several
severe,adjective,B1,VOC_severe_B1,severe
severely,adverb,B1,VOC_severely_B1,severely
sew,verb,A2,VOC_sew_A2,sew
sex,noun,B1,VOC_sex_B1,sex
sexism,noun,B2,VOC_sexism_B2,sexism
sexual,adjective,B2,VOC_sexual_B2,sexual
sexy,adjective,B2,VOC_sexy_B2,sexy
shabby,adjective,B2,VOC_shabby_B2,shabby
shade,noun,A2,VOC_shade_A2,shade
shadow,noun,A2,VOC_shadow_A2,shadow
shadow,verb,B1,VOC_shadow_B1,shadow
shadowy,adjective,B1,VOC_shadowy_B1,shadowy
shake,noun,A1,VOC_shake_A1,shake
shake,verb,B1,VOC_shake_B1,shake
shaken,adjective,B2,VOC_shaken_B2,shaken
shakespearean,adjective,B2,VOC_Shakespearean_B2,Shakespearean
shaky,adjective,B2,VOC_shaky_B2,shaky
shall,modal auxiliary,A2,VOC_shall_A2,shall
shallow,adjective,B1,VOC_shallow_B1,shallow
shame,noun,B1,VOC_shame_B1,shame
shameful,adjective,B1,VOC_shameful_B1,shameful
shampoo,noun,A2,VOC_shampoo_A2,shampoo
shape,noun,A2,VOC_shape_A2,shape
shape,verb,B1,VOC_shape_B1,shape
share,noun,A2,VOC_share_A2,share
share,verb,A1,VOC_share_A1,share
sharp,adjective,B1,VOC_sharp_B1,sharp
sharp,adverb,B2,VOC_sharp_B2,sharp
sharply,adverb,B2,VOC_sharply_B2,sharply
shatter,verb,B2,VOC_shatter_B2,shatter
shave,verb,B1,VOC_shave_B1,shave
she,pronoun,A1,VOC_she_A1,she
shed,noun,B2,VOC_shed_B2,shed
sheep,noun,A1,VOC_sheep_A1,sheep
sheer,adjective,B1,VOC_sheer_B1,sheer
sheet,noun,B1,VOC_sheet_B1,sheet
shelf,noun,A1,VOC_shelf_A1,shelf
shell,noun,A2,VOC_shell_A2,shell
shell,verb,B2,VOC_shell_B2,shell
shelter,noun,B1,VOC_shelter_B1,shelter
sheriff,noun,B1,VOC_sheriff_B1,sheriff
shield,noun,B2,VOC_shield_B2,shield
shift,noun,B2,VOC_shift_B2,shift
shift,verb,B1,VOC_shift_B1,shift
shine,verb,A2,VOC_shine_A2,shine
shiny,adjective,B1,VOC_shiny_B1,shiny
ship,noun,A1,VOC_ship_A1,ship
ship,verb,B1,VOC_ship_B1,ship
shipping,noun,B2,VOC_shipping_B2,shipping
shipwreck,noun,B2,VOC_shipwreck_B2,shipwreck
shirt,noun,A1,VOC_shirt_A1,shirt
shiver,verb,B1,VOC_shiver_B1,shiver
shock,noun,A2,VOC_shock_A2,shock
shock,verb,B2,VOC_shock_B2,shock
shocked,adjective,B1,VOC_shocked_B1,shocked
shocking,adjective,B1,VOC_shocking_B1,shocking
shoe,noun,A1,VOC_shoe_A1,shoe
shoot,verb,A2,VOC_shoot_A2,shoot
shooting,noun,B2,VOC_shooting_B2,shooting
shop,noun,A1,VOC_shop_A1,shop
shop,verb,B1,VOC_shop_B1,shop
shop assistant,noun,A2,VOC_shopassistant_A2,shop assistant
shopkeeper,noun,B2,VOC_shopkeeper_B2,shopkeeper
shoplift,verb,B2,VOC_shoplift_B2,shoplift
shoplifter,noun,B2,VOC_shoplifter_B2,shoplifter
shoplifting,noun,B2,VOC_shoplifting_B2,shoplifting
shopper,noun,B1,VOC_shopper_B1,shopper
shopping,noun,A1,VOC_shopping_A1,shopping
shore,noun,A2,VOC_shore_A2,shore
short,adjective,A1,VOC_short_A1,short
short,adverb,A1,VOC_short_A1,short
short,noun,A2,VOC_shortshorts_A2,short/shorts
shortage,noun,B1,VOC_shortage_B1,shortage
shortly,adverb,B1,VOC_shortly_B1,shortly
shortness,noun,B2,VOC_shortness_B2,shortness
shortterm,adjective,B2,VOC_shortterm_B2,short-term
shot,noun,A2,VOC_shot_A2,shot
should,modal auxiliary,A1,VOC_should_A1,should
shoulder,noun,A1,VOC_shoulder_A1,shoulder
shout,noun,A2,VOC_shout_A2,shout
shout,verb,B1,VOC_shout_B1,shout
show,noun,A2,VOC_show_A2,show
show,verb,A1,VOC_show_A1,show
showbiz,noun,B2,VOC_showbiz_B2,showbiz
showcase,noun,B2,VOC_showcase_B2,showcase
shower,noun,A1,VOC_shower_A1,shower
shower,verb,B2,VOC_shower_B2,shower
shrimp,noun,B1,VOC_shrimp_B1,shrimp
shrink,noun,B2,VOC_shrink_B2,shrink
shrink,verb,B2,VOC_shrink_B2,shrink
shrug,verb,B2,VOC_shrug_B2,shrug
shut,adjective,B1,VOC_shut_B1,shut
shut,verb,A2,VOC_shut_A2,shut
shy,adjective,A1,VOC_shy_A1,shy
sick,adjective,A1,VOC_sick_A1,sick
sickness,noun,B1,VOC_sickness_B1,sickness
side,noun,A1,VOC_side_A1,side
sidewalk,noun,B1,VOC_sidewalk_B1,sidewalk
sigh,noun,B1,VOC_sigh_B1,sigh
sigh,verb,B2,VOC_sigh_B2,sigh
sight,noun,A1,VOC_sight_A1,sight
sightseeing,noun,A2,VOC_sightseeing_A2,sightseeing
sign,noun,A1,VOC_sign_A1,sign
sign,verb,B1,VOC_sign_B1,sign
signal,noun,B1,VOC_signal_B1,signal
signature,noun,B1,VOC_signature_B1,signature
significance,noun,B1,VOC_significance_B1,significance
significant,adjective,A2,VOC_significant_A2,significant
significantly,adverb,B2,VOC_significantly_B2,significantly
signify,verb,B2,VOC_signify_B2,signify
signpost,noun,B1,VOC_signpost_B1,signpost
silence,noun,A2,VOC_silence_A2,silence
silent,adjective,B1,VOC_silent_B1,silent
silently,adverb,A2,VOC_silently_A2,silently
silk,noun,B1,VOC_silk_B1,silk
silly,adjective,A2,VOC_silly_A2,silly
silver,adjective,A2,VOC_silver_A2,silver
silver,noun,A2,VOC_silver_A2,silver
silverware,noun,B2,VOC_silverware_B2,silverware
similar,adjective,A2,VOC_similar_A2,similar
similarity,noun,B1,VOC_similarity_B1,similarity
similarly,adverb,B1,VOC_similarly_B1,similarly
simple,adjective,A2,VOC_simple_A2,simple
simplification,noun,B2,VOC_simplification_B2,simplification
simplify,verb,B1,VOC_simplify_B1,simplify
simply,adverb,A2,VOC_simply_A2,simply
simultaneous,adjective,B2,VOC_simultaneous_B2,simultaneous
simultaneously,adverb,B1,VOC_simultaneously_B1,simultaneously
since,adverb,B2,VOC_since_B2,since
since,conjunction,B1,VOC_since_B1,since
since,preposition,A2,VOC_since_A2,since
sincere,adjective,B2,VOC_sincere_B2,sincere
sincerity,noun,B2,VOC_sincerity_B2,sincerity
sing,verb,A1,VOC_sing_A1,sing
singer,noun,A1,VOC_singer_A1,singer
singing,noun,A2,VOC_singing_A2,singing
single,adjective,A2,VOC_single_A2,single
single,noun,B1,VOC_single_B1,single
singular,adjective,A2,VOC_singular_A2,singular
singular,noun,A2,VOC_singular_A2,singular
sink,noun,A2,VOC_sink_A2,sink
sink,verb,B1,VOC_sink_B1,sink
sir,noun,A1,VOC_sir_A1,sir
sister,noun,A1,VOC_sister_A1,sister
sisterinlaw,noun,B2,VOC_sisterinlaw_B2,sister-in-law
sit,verb,A1,VOC_sit_A1,sit
site,noun,A1,VOC_site_A1,site
sitting room,noun,A2,VOC_sittingroom_A2,sitting room
situation,noun,A2,VOC_situation_A2,situation
six,number,A1,VOC_six_A1,six
sixteen,number,A1,VOC_sixteen_A1,sixteen
sixty,number,A1,VOC_sixty_A1,sixty
size,noun,A1,VOC_size_A1,size
skate,noun,A2,VOC_skate_A2,skate
skate,verb,B1,VOC_skate_B1,skate
skateboard,noun,B2,VOC_skateboard_B2,skateboard
skateboarder,noun,B2,VOC_skateboarder_B2,skateboarder
skateboarding,noun,A2,VOC_skateboarding_A2,skateboarding
skating,noun,A2,VOC_skating_A2,skating
skeleton,noun,B1,VOC_skeleton_B1,skeleton
sketch,verb,B2,VOC_sketch_B2,sketch
ski,noun,A2,VOC_ski_A2,ski
ski,verb,B1,VOC_ski_B1,ski
skiing,noun,A2,VOC_skiing_A2,skiing
skill,noun,A1,VOC_skill_A1,skill
skilled,adjective,B2,VOC_skilled_B2,skilled
skillful,adjective,B2,VOC_skillfulskilful_B2,skillful/skilful
skillfully,adverb,B2,VOC_skillfullyskilfully_B2,skillfully/skilfully
skim,verb,B2,VOC_skim_B2,skim
skin,noun,B1,VOC_skin_B1,skin
skip,verb,B2,VOC_skip_B2,skip
skirt,noun,A1,VOC_skirt_A1,skirt
sky,noun,A1,VOC_sky_A1,sky
skylark,noun,B2,VOC_skylark_B2,skylark
skyscraper,noun,B1,VOC_skyscraper_B1,skyscraper
skyward,adverb,B2,VOC_skyward_B2,skyward
slam,verb,B2,VOC_slam_B2,slam
slang,noun,B2,VOC_slang_B2,slang
slap,noun,B2,VOC_slap_B2,slap
slap,verb,B2,VOC_slap_B2,slap
slash,noun,B2,VOC_slash_B2,slash
slaughter,noun,B2,VOC_slaughter_B2,slaughter
slave,noun,A2,VOC_slave_A2,slave
slavery,noun,B1,VOC_slavery_B1,slavery
sleep,noun,B1,VOC_sleep_B1,sleep
sleep,verb,A1,VOC_sleep_A1,sleep
sleepless,adjective,A2,VOC_sleepless_A2,sleepless
sleepy,adjective,A2,VOC_sleepy_A2,sleepy
sleeve,noun,B1,VOC_sleeve_B1,sleeve
slice,noun,A2,VOC_slice_A2,slice
slice,verb,B2,VOC_slice_B2,slice
slide,noun,A2,VOC_slide_A2,slide
slide,verb,B2,VOC_slide_B2,slide
slight,adjective,B2,VOC_slight_B2,slight
slight,noun,B1,VOC_slight_B1,slight
slightly,adverb,B1,VOC_slightly_B1,slightly
slim,adjective,A2,VOC_slim_A2,slim
slip,noun,B1,VOC_slip_B1,slip
slip,verb,B1,VOC_slip_B1,slip
sliver,noun,B2,VOC_sliver_B2,sliver
slogan,noun,B1,VOC_slogan_B1,slogan
slope,noun,B1,VOC_slope_B1,slope
sloppy,adjective,B2,VOC_sloppy_B2,sloppy
slot,noun,B1,VOC_slot_B1,slot
slow,adjective,A1,VOC_slow_A1,slow
slow,adverb,B1,VOC_slow_B1,slow
slow,verb,B1,VOC_slow_B1,slow
slowly,adverb,A2,VOC_slowly_A2,slowly
small,adjective,A1,VOC_small_A1,small
smart,adjective,A1,VOC_smart_A1,smart
smash,verb,B2,VOC_smash_B2,smash
smell,noun,A1,VOC_smell_A1,smell
smell,verb,B1,VOC_smell_B1,smell
smile,noun,A1,VOC_smile_A1,smile
smile,verb,B1,VOC_smile_B1,smile
smith,noun,A1,VOC_smith_A1,smith
smoke,noun,A1,VOC_smoke_A1,smoke
smoke,verb,A2,VOC_smoke_A2,smoke
smoker,noun,B1,VOC_smoker_B1,smoker
smokestack,noun,B2,VOC_smokestack_B2,smokestack
smoking,noun,A1,VOC_smoking_A1,smoking
smooth,adjective,A2,VOC_smooth_A2,smooth
smoothly,adverb,A2,VOC_smoothly_A2,smoothly
snack,noun,A2,VOC_snack_A2,snack
snake,noun,A1,VOC_snake_A1,snake
snap,verb,B2,VOC_snap_B2,snap
sneak,verb,B2,VOC_sneak_B2,sneak
sneer,noun,B2,VOC_sneer_B2,sneer
sneeze,noun,B1,VOC_sneeze_B1,sneeze
sneeze,verb,B2,VOC_sneeze_B2,sneeze
sniff,verb,B2,VOC_sniff_B2,sniff
snore,noun,B2,VOC_snore_B2,snore
snore,verb,B2,VOC_snore_B2,snore
snow,noun,A1,VOC_snow_A1,snow
snow,verb,A2,VOC_snow_A2,snow
snowball,noun,B2,VOC_snowball_B2,snowball
snowboard,noun,B1,VOC_snowboard_B1,snowboard
